Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
266030,Soputan,16431,Confirmed Eruption,,2,,,1989,,4,,22,,Historical Observations,,1989,,4,,23,,1.112,124.737
283090,Niigata-Yakeyama,17549,Confirmed Eruption,Upper East flank,1,,,1989,,4,,19,,Historical Observations,,1989,,4,,26,,36.921,138.036
300270,Sheveluch,19567,Confirmed Eruption,,2,,,1989,,4,,7,,Historical Observations,,1989,,6,,26,,56.653,161.36
282110,Asosan,17345,Confirmed Eruption,Naka-dake,2,,,1989,,4,,5,,Historical Observations,,1991,,2,,9,,32.884,131.104
311320,Akutan,20033,Confirmed Eruption,,2,,,1989,,2,,27,,Historical Observations,,1989,,3,<,28,,54.134,-165.986
344100,Masaya,11031,Confirmed Eruption,Santiago,1,,,1989,,2,,20,,Historical Observations,,1989,,11,,16,15,11.984,-86.161
351080,Galeras,11372,Confirmed Eruption,El Pinta vent,2,,,1989,,2,,19,,Historical Observations,,1989,,5,,9,,1.22,-77.37
290380,Ebeko,18875,Confirmed Eruption,Northern crater and upper east flank,2,,,1989,,2,,2,,Historical Observations,,1990,,4,,15,5,50.686,156.014
290240,Sarychev Peak,18818,Confirmed Eruption,,1,?,,1989,,1,,13,,Historical Observations,,1989,,1,,14,,48.092,153.2
252120,Ulawun,15059,Confirmed Eruption,,2,,,1989,,1,,1,,Historical Observations,,1989,,12,?,16,15,-5.05,151.33
360160,Kick 'em Jenny,12466,Confirmed Eruption,,0,,,1988,,12,,29,,Hydrophonic,,1988,,12,,30,,12.3,-61.64
357100,Lonquimay,12016,Confirmed Eruption,NE flank (Navidad Crater),3,,,1988,,12,,25,,Historical Observations,,1990,,1,,24,1,-38.379,-71.586
285050,Tokachidake,18660,Confirmed Eruption,1962 Crater,2,,,1988,,12,?,10,,Historical Observations,,1989,,5,,16,15,43.418,142.686
241100,Ruapehu,14657,Confirmed Eruption,,1,,,1988,,12,,8,,Historical Observations,,1989,,3,?,5,,-39.28,175.57
300270,Sheveluch,19584,Confirmed Eruption,,2,?,,1988,,12,,7,,Historical Observations,,1988,,12,,7,,56.653,161.36
358061,Viedma,12306,Confirmed Eruption,Southernmost crater,2,,,1988,,10,,15,45,Historical Observations,,,,,,,,-49.358,-73.28
211060,Etna,13819,Confirmed Eruption,SE Crater,1,,,1988,,10,,2,,Historical Observations,,1989,,6,,30,,37.748,14.999
353010,Fernandina,11673,Confirmed Eruption,East caldera wall,2,?,,1988,,9,,14,,Historical Observations,,1988,,9,,16,,-0.37,-91.55
242050,Monowai,14711,Confirmed Eruption,,0,,,1988,,9,,8,,Hydrophonic,,1988,,9,,8,,-25.887,-177.188
284170,Pagan,18518,Confirmed Eruption,North Pagan,2,,,1988,,8,,24,,Historical Observations,,1988,,10,,12,,18.13,145.8
268070,Makian,16689,Confirmed Eruption,,3,,,1988,,7,,29,,Historical Observations,,1988,,8,,5,,0.32,127.4
263180,Slamet,15762,Confirmed Eruption,,1,,,1988,,7,,12,,Historical Observations,,1988,,7,,13,,-7.242,109.208
334050,Northern EPR at 9.8°N,10340,Confirmed Eruption,East Pacific Rise (9.3 deg N),0,,,1988,1,7,,2,182,Historical Observations,,,,,,,,9.83,-104.3
354006,Sabancaya,11749,Confirmed Eruption,,1,,,1988,,6,,22,,Historical Observations,,1988,,10,?,16,15,-15.787,-71.857
272020,Kanlaon,16740,Confirmed Eruption,,1,,,1988,,6,,21,,Historical Observations,,1988,,7,,2,,10.412,123.132
344120,Concepcion,11071,Confirmed Eruption,,2,,,1988,,6,,16,15,Historical Observations,,,,,,,,11.538,-85.622
243040,Hunga Tonga-Hunga Ha'apai,14732,Confirmed Eruption,1 km SSE of Hunga Ha'apai,0,,,1988,,6,,1,,Historical Observations,,1988,,6,>,3,,-20.536,-175.382
282110,Asosan,17344,Confirmed Eruption,Naka-dake,1,,,1988,,5,,26,5,Historical Observations,,1989,,1,,16,15,32.884,131.104
265090,Banda Api,16420,Confirmed Eruption,"Summit, north and south flanks",3,?,,1988,,5,,9,,Historical Observations,,1988,,5,,17,,-4.523,129.881
266100,Lokon-Empung,16458,Confirmed Eruption,Tompaluan,1,,,1988,,4,,21,,Historical Observations,,1988,,5,,1,,1.358,124.792
311320,Akutan,20032,Confirmed Eruption,,2,,,1988,,3,,26,,Historical Observations,,1988,,7,,20,,54.134,-165.986
241100,Ruapehu,14656,Confirmed Eruption,,1,,,1988,,3,,20,,Historical Observations,,1988,,5,,25,3,-39.28,175.57
273010,Bulusan,16768,Confirmed Eruption,,2,,,1988,,2,,20,,Historical Observations,,1988,,3,,8,,12.77,124.05
262000,Krakatau,15616,Confirmed Eruption,Anak Krakatau (S flank 1960-81 cone),2,,,1988,,2,,14,5,Historical Observations,,1988,,4,?,16,15,-6.102,105.423
268060,Gamalama,16669,Confirmed Eruption,,2,,,1988,,2,,12,,Historical Observations,,1988,,3,?,16,15,0.8,127.33
257040,Ambrym,15287,Confirmed Eruption,"Benbow, Mbwelesu, Marum, Niri Taten",3,,,1988,,2,?,12,,Historical Observations,,1988,,8,,23,,-16.25,168.12
282060,Kikai,16996,Confirmed Eruption,Iwo-dake,1,,,1988,,1,,18,,Historical Observations,,1988,,1,,18,,30.789,130.308
282030,Suwanosejima,16940,Confirmed Eruption,O-take,2,,,1988,,1,,16,15,Historical Observations,,1989,,12,,16,15,29.638,129.714
285070,Akan,18701,Confirmed Eruption,Me-Akan (SE rim of Ponmachineshiri),1,,,1988,,1,,5,,Historical Observations,,1988,,2,?,18,,43.384,144.013
223020,Nyamuragira,14074,Confirmed Eruption,North Flank (Gafuranindi),1,,,1987,,12,,30,,Historical Observations,,1988,,1,,4,,-1.408,29.2
264071,Ranakah,16254,Confirmed Eruption,Anak Ranakah,3,,,1987,,12,,28,,Historical Observations,,1989,,4,>,16,15,-8.62,120.52
357010,Tupungatito,11899,Confirmed Eruption,,2,,,1987,,11,,28,,Historical Observations,,1987,,11,,30,,-33.425,-69.797
355100,Lascar,11865,Confirmed Eruption,Western crater of east summit cone,3,,,1987,,11,<,16,15,Historical Observations,,1990,,4,,6,,-23.37,-67.73
344040,Telica,10932,Confirmed Eruption,Vent in NE corner of crater,1,,,1987,,11,,16,15,Historical Observations,,1987,,11,,16,15,12.606,-86.84
284010,Izu-Oshima,18243,Confirmed Eruption,Mihara-yama,2,,,1987,,11,,16,,Historical Observations,,1988,,1,,27,,34.724,139.394
290380,Ebeko,18874,Confirmed Eruption,Northern crater,1,,,1987,,10,,14,,Historical Observations,,1988,,1,,16,15,50.686,156.014
264220,Iliboleng,16325,Confirmed Eruption,,2,,,1987,,10,,2,,Historical Observations,,1987,,10,,2,,-8.342,123.258
284170,Pagan,18516,Confirmed Eruption,North Pagan,1,,,1987,,9,,4,,Historical Observations,,1987,,9,,4,,18.13,145.8
311190,Amukta,19788,Confirmed Eruption,,1,,,1987,,9,?,4,,Historical Observations,,,,,,,,52.5,-171.252
311070,Gareloi,19687,Confirmed Eruption,,1,?,,1987,,9,,4,,Historical Observations,,,,,,,,51.79,-178.794
241100,Ruapehu,14655,Confirmed Eruption,,1,,,1987,,8,,24,,Historical Observations,,1987,,8,,30,,-39.28,175.57
284130,Fukutoku-Oka-no-Ba,17602,Confirmed Eruption,,0,,,1987,,7,,14,,Historical Observations,,1987,,8,?,30,,24.285,141.481
341040,Colima,10471,Confirmed Eruption,East side of summit lava dome,1,,,1987,,7,,2,,Historical Observations,,1987,,7,,2,,19.514,-103.62
311240,Cleveland,19811,Confirmed Eruption,,3,,,1987,,6,,19,,Historical Observations,,1987,,8,,28,,52.825,-169.944
345040,Poas,11183,Confirmed Eruption,,2,,,1987,,6,,16,15,Historical Observations,,1990,,6,,16,15,10.2,-84.233
333060,Macdonald,10323,Confirmed Eruption,,0,,,1987,,6,,4,,Historical Observations,,1989,,1,>,28,,-28.98,-140.25
263340,Raung,16148,Confirmed Eruption,,1,,,1987,,5,,16,15,Historical Observations,,1989,,7,,28,3,-8.119,114.056
283090,Niigata-Yakeyama,17548,Confirmed Eruption,,1,,,1987,,4,,25,5,Historical Observations,,,,,,,,36.921,138.036
311060,Semisopochnoi,19673,Confirmed Eruption,Sugarloaf ?,2,?,,1987,,4,,13,,Historical Observations,,,,,,,,51.93,179.58
268040,Gamkonora,16594,Confirmed Eruption,,1,,,1987,,4,,13,,Historical Observations,,1987,,4,,26,,1.38,127.53
345020,Rincon de la Vieja,11103,Confirmed Eruption,,1,,,1987,,4,,1,,Historical Observations,,1987,,4,,1,,10.83,-85.324
272020,Kanlaon,16739,Confirmed Eruption,,1,,,1987,,3,?,30,,Historical Observations,,1987,,7,,2,,10.412,123.132
312070,Veniaminof,20169,Confirmed Eruption,Western intracaldera cone,1,,,1987,,3,,19,,Historical Observations,,1987,,3,,19,,56.17,-159.38
312060,Kupreanof,20155,Confirmed Eruption,SSW flank (1575 m),1,,,1987,,3,,10,,Historical Observations,,1987,,3,,10,,56.011,-159.797
211060,Etna,13818,Confirmed Eruption,NE and SE Craters,2,,,1987,,3,,8,8,Historical Observations,,1987,,5,,16,,37.748,14.999
311161,Korovin,19762,Confirmed Eruption,,2,,,1987,,3,?,4,,Historical Observations,,1987,,3,?,19,,52.381,-174.166
311310,Makushin,19990,Confirmed Eruption,,1,,,1987,,3,,2,,Historical Observations,,1987,,3,,2,,53.891,-166.923
344100,Masaya,11030,Confirmed Eruption,Santiago,1,,,1987,,2,,15,,Historical Observations,,1987,,2,>,22,,11.984,-86.161
311320,Akutan,20031,Confirmed Eruption,,2,,,1987,,1,,31,,Historical Observations,,1987,,6,,24,,54.134,-165.986
261140,Marapi,15475,Confirmed Eruption,Verbeek Crater,2,,,1987,,1,,15,,Historical Observations,,1994,,8,>,12,,-0.381,100.473
342090,Fuego,10731,Confirmed Eruption,,1,,,1987,,1,,5,4,Historical Observations,,1987,,2,?,16,15,14.473,-90.88
345020,Rincon de la Vieja,11102,Confirmed Eruption,,1,,,1986,,12,,31,,Historical Observations,,1986,,12,,31,,10.83,-85.324
354006,Sabancaya,11747,Confirmed Eruption,,1,,,1986,,12,,16,15,Historical Observations,,,,,,,,-15.787,-71.857
300250,Bezymianny,19364,Confirmed Eruption,,3,,,1986,,12,,5,4,Historical Observations,,1988,,7,,26,5,55.972,160.595
300260,Klyuchevskoy,19468,Confirmed Eruption,"Summit, SE, SW, NE and east flanks",4,,,1986,,11,,27,,Historical Observations,,1990,,9,,16,15,56.056,160.642
311290,Okmok,19850,Confirmed Eruption,SW part of caldera (Cone A),2,,,1986,,11,,18,,Historical Observations,,1988,,2,,26,,53.43,-168.13
290360,Chikurachki,18854,Confirmed Eruption,,4,,,1986,,11,,18,,Historical Observations,,1986,,12,,7,,50.324,155.461
284010,Izu-Oshima,18242,Confirmed Eruption,"Mihara-yama, N part and NW of caldera",3,,,1986,,11,,15,,Historical Observations,,1986,,12,,18,,34.724,139.394
257040,Ambrym,15286,Confirmed Eruption,New cone 3 km east of Marum,2,,,1986,,11,,13,,Historical Observations,,1986,,11,?,19,,-16.25,168.12
211060,Etna,13817,Confirmed Eruption,Valle del Bove (3050-2180 m),2,,,1986,,10,,30,,Historical Observations,,1987,,3,,1,,37.748,14.999
290260,Chirinkotan,18829,Confirmed Eruption,,1,,,1986,,10,,11,,Historical Observations,,1986,,10,,12,,48.98,153.48
263250,Merapi,15917,Confirmed Eruption,,2,,,1986,,10,,10,,Historical Observations,,1990,,8,?,16,15,-7.542,110.442
355100,Lascar,11864,Confirmed Eruption,Western crater of east summit cone,3,,,1986,,9,,14,,Historical Observations,,1986,,9,,16,,-23.37,-67.73
290240,Sarychev Peak,18817,Confirmed Eruption,,1,,,1986,,9,?,1,15,Historical Observations,,,,,,,,48.092,153.2
331030,Cleft Segment,20719,Confirmed Eruption,"N Cleft Segment, S Juan de Fuca Ridge",0,,,1986,,8,?,16,15,Historical Observations,,,,,,,,44.83,-130.3
263200,Dieng Volcanic Complex,15788,Confirmed Eruption,Sileri,1,,,1986,,8,,6,,Historical Observations,,1986,,8,,6,,-7.2,109.879
223020,Nyamuragira,14073,Confirmed Eruption,South flank (near Kitazungurwa),2,,,1986,,7,,16,,Historical Observations,,1986,,8,,20,,-1.408,29.2
261120,Sorikmarapi,15414,Confirmed Eruption,,1,,,1986,,7,,5,,Historical Observations,,1986,,7,,14,,0.686,99.539
255060,Kavachi,15172,Confirmed Eruption,,1,,,1986,,7,,5,,Historical Observations,,1986,,7,,23,,-8.991,157.979
261030,Peuet Sague,15375,Confirmed Eruption,,2,,,1986,,7,,2,182,Historical Observations,,,,,,,,4.914,96.329
331020,CoAxial Segment,20711,Confirmed Eruption,"CoAxial segment, Juan de Fuca Ridge",0,,,1986,5,7,,2,182,Historical Observations,,,,,,,,46.52,-129.58
242050,Monowai,14710,Confirmed Eruption,,0,,,1986,,6,,16,15,Hydrophonic,,1986,,6,,16,15,-25.887,-177.188
241130,Rumble III,14675,Confirmed Eruption,,0,,,1986,,6,,15,,Hydrophonic,,1986,,8,?,5,,-35.745,178.478
300260,Klyuchevskoy,19467,Confirmed Eruption,,2,,,1986,,6,,8,,Historical Observations,,1986,,7,,11,,56.056,160.642
272020,Kanlaon,16738,Confirmed Eruption,,2,,,1986,,6,,3,,Historical Observations,,1986,,8,,18,,10.412,123.132
264220,Iliboleng,16324,Confirmed Eruption,,1,,,1986,,5,,28,,Historical Observations,,1986,,11,,24,,-8.342,123.258
290390,Alaid,18890,Confirmed Eruption,,2,?,,1986,,5,,25,,Historical Observations,,1986,,5,,28,3,50.861,155.565
333060,Macdonald,10322,Confirmed Eruption,,0,,,1986,,5,,16,,Hydrophonic,,1986,,8,,2,,-28.98,-140.25
311240,Cleveland,19810,Confirmed Eruption,,2,,,1986,,4,,28,,Historical Observations,,1986,,5,>,27,,52.825,-169.944
312030,Pavlof,20149,Confirmed Eruption,"NNE & SE summit vents, NE & SE flanks",3,,,1986,,4,,16,,Historical Observations,,1988,,8,,13,,55.417,-161.894
300270,Sheveluch,19583,Confirmed Eruption,,3,,,1986,,3,,28,,Historical Observations,,1988,,2,,28,,56.653,161.36
313010,Augustine,20262,Confirmed Eruption,,4,?,,1986,,3,,27,,Historical Observations,,1986,,8,,31,,59.363,-153.43
300250,Bezymianny,19363,Confirmed Eruption,,2,,,1986,,3,,26,5,Historical Observations,,1986,,6,,29,,55.972,160.595
266100,Lokon-Empung,16457,Confirmed Eruption,Tompaluan,2,,,1986,,3,,22,,Historical Observations,,1987,,5,,13,,1.358,124.792
311360,Shishaldin,20090,Confirmed Eruption,,2,,,1986,,3,,19,,Historical Observations,,1987,,2,?,15,,54.756,-163.97
311320,Akutan,20030,Confirmed Eruption,,2,,,1986,,3,,18,,Historical Observations,,1986,,6,,30,,54.134,-165.986
211060,Etna,13816,Confirmed Eruption,SE Crater,2,?,,1986,,3,,16,15,Historical Observations,,1986,,10,?,31,,37.748,14.999
341130,Tacana,10621,Confirmed Eruption,NE flank (ca. 3600 m),1,,,1986,,2,,16,15,Historical Observations,,1986,,6,,16,15,15.132,-92.109
241100,Ruapehu,14654,Confirmed Eruption,,1,,,1986,,2,,8,,Historical Observations,,1986,,2,?,9,,-39.28,175.57
241040,White Island,14490,Confirmed Eruption,Congress and numerous other craters,3,,,1986,,2,?,1,,Historical Observations,,1994,,7,,28,,-37.52,177.18
357010,Tupungatito,11898,Confirmed Eruption,NW craters,1,,,1986,,1,,20,,Historical Observations,,1986,,1,,20,,-33.425,-69.797
284130,Fukutoku-Oka-no-Ba,17600,Confirmed Eruption,,2,,,1986,,1,,18,,Historical Observations,,1986,,3,?,28,,24.285,141.481
211060,Etna,13815,Confirmed Eruption,SE Crater and SE flank (2750-2420 m),1,,,1985,,12,,19,,Historical Observations,,1985,,12,,31,,37.748,14.999
255060,Kavachi,15171,Confirmed Eruption,,1,,,1985,,12,,9,,Historical Observations,,1986,,2,,28,3,-8.991,157.979
344120,Concepcion,11070,Confirmed Eruption,,1,,,1985,,12,,2,1,Historical Observations,,1986,,4,?,20,,11.538,-85.622
252120,Ulawun,15058,Confirmed Eruption,,3,,,1985,,11,,17,,Historical Observations,,1985,,11,,22,,-5.05,151.33
343100,San Miguel,10863,Confirmed Eruption,,1,,,1985,,11,,16,15,Historical Observations,,1986,,2,>,16,15,13.434,-88.269
241100,Ruapehu,14653,Confirmed Eruption,,1,,,1985,,11,,15,,Historical Observations,,1985,,11,,15,,-39.28,175.57
272020,Kanlaon,16737,Confirmed Eruption,,1,,,1985,,10,,5,,Historical Observations,,1985,,12,,7,,10.412,123.132
282030,Suwanosejima,16939,Confirmed Eruption,O-take,2,,,1985,,9,,16,15,Historical Observations,,1987,,6,,16,15,29.638,129.714
345020,Rincon de la Vieja,11101,Confirmed Eruption,,1,,,1985,,9,,16,15,Historical Observations,,1986,,4,,16,15,10.83,-85.324
351020,"Ruiz, Nevado del",11290,Confirmed Eruption,Arenas Crater,3,,,1985,,9,,11,,Historical Observations,,1991,,7,,13,,4.892,-75.324
263340,Raung,16147,Confirmed Eruption,,2,,,1985,,8,,23,,Historical Observations,,1986,,2,,28,,-8.119,114.056
300260,Klyuchevskoy,19466,Confirmed Eruption,Summit and NW flank (3100 m),3,?,,1985,,8,,16,,Historical Observations,,1986,,1,,21,,56.056,160.642
264050,Sangeang Api,16251,Confirmed Eruption,Doro Api,3,,,1985,,7,,30,,Historical Observations,,1988,,2,,16,15,-8.2,119.07
341040,Colima,10470,Confirmed Eruption,,1,,,1985,,7,,2,182,Historical Observations,,1986,,1,,5,4,19.514,-103.62
354010,"Misti, El",11774,Confirmed Eruption,,1,?,,1985,,7,,2,182,Historical Observations,,,,,,,,-16.294,-71.409
285050,Tokachidake,18659,Confirmed Eruption,East wall of 1962 crater,1,,,1985,,6,,19,,Historical Observations,,1985,,6,,22,,43.418,142.686
233020,"Fournaise, Piton de la",14372,Confirmed Eruption,"Dolomieu and flanks, SE rift zone",1,,,1985,,6,,14,,Historical Observations,,1988,,12,,29,,-21.244,55.708
300250,Bezymianny,19362,Confirmed Eruption,,3,,,1985,,6,,12,,Historical Observations,,1985,,12,,14,,55.972,160.595
300270,Sheveluch,19582,Confirmed Eruption,,2,,,1985,,5,,26,,Historical Observations,,1985,,10,,25,,56.653,161.36
241100,Ruapehu,14652,Confirmed Eruption,,1,,,1985,,5,<,21,,Historical Observations,,1985,,6,?,9,,-39.28,175.57
266030,Soputan,16430,Confirmed Eruption,,2,,,1985,,5,,19,,Historical Observations,,1985,,5,,20,,1.112,124.737
352020,Guagua Pichincha,11492,Confirmed Eruption,1981 crater,1,,,1985,,5,,16,15,Historical Observations,,1985,,6,,16,15,-0.171,-78.598
243110,Niuafo'ou,14798,Confirmed Eruption,NE part of caldera lake (Vai Lahi),0,,,1985,,3,,21,,Historical Observations,,1985,,3,,22,,-15.6,-175.63
272020,Kanlaon,16736,Confirmed Eruption,,1,,,1985,,3,,13,,Historical Observations,,1985,,3,,14,,10.412,123.132
211060,Etna,13814,Confirmed Eruption,"SE Crater, south flank (2620-2480 m)",1,,,1985,,3,,8,,Historical Observations,,1985,,7,,13,,37.748,14.999
264150,Paluweh,16272,Confirmed Eruption,Rokatenda (west side of lava dome),1,,,1985,,2,,3,,Historical Observations,,1985,,2,,3,,-8.32,121.708
234010,Heard,14405,Confirmed Eruption,Mawson Peak,2,?,,1985,,1,,14,,Historical Observations,,1987,,1,?,16,15,-53.106,73.513
333010,Teahitia,10302,Confirmed Eruption,,0,,,1985,,1,,10,,Hydrophonic,,1985,,1,,25,,-17.564,-148.821
376010,Jan Mayen,12972,Confirmed Eruption,"Beerenberg (NE flank, 0-200 m)",0,,,1985,,1,,6,,Historical Observations,,1985,,1,,9,,71.087,-8.146
252120,Ulawun,15057,Confirmed Eruption,,1,,,1984,,12,,30,,Historical Observations,,1985,,1,,27,,-5.05,151.33
351020,"Ruiz, Nevado del",11289,Confirmed Eruption,Arenas Crater,1,,,1984,,12,,22,,Historical Observations,,1985,,3,?,19,,4.892,-75.324
344120,Concepcion,11069,Confirmed Eruption,,2,,,1984,,12,,16,15,Historical Observations,,1985,,1,,2,,11.538,-85.622
355100,Lascar,11863,Confirmed Eruption,Western crater of east summit cone,0,,,1984,,12,,16,15,Historical Observations,,1985,,7,,16,15,-23.37,-67.73
312070,Veniaminof,20168,Confirmed Eruption,Western intracaldera cone,2,,,1984,,11,,29,,Historical Observations,,1984,,12,?,6,,56.17,-159.38
261140,Marapi,15474,Confirmed Eruption,"Kepundan Tuo, Kepundan B",1,,,1984,,11,,15,,Historical Observations,,1984,,11,,15,,-0.381,100.473
241100,Ruapehu,14651,Confirmed Eruption,,1,,,1984,,10,?,25,,Historical Observations,,1984,,12,,16,15,-39.28,175.57
282030,Suwanosejima,16938,Confirmed Eruption,O-take,2,,,1984,,10,,16,15,Historical Observations,,1984,,10,,16,15,29.638,129.714
273030,Mayon,16806,Confirmed Eruption,,3,,,1984,,9,,9,,Historical Observations,,1984,,10,,6,,13.257,123.685
373080,Krafla,12953,Confirmed Eruption,Leirhnjúkur to 8.5 km north,0,,,1984,,9,,4,,Historical Observations,,1984,,9,,18,,65.715,-16.728
252120,Ulawun,15056,Confirmed Eruption,,1,,,1984,,8,,23,,Historical Observations,,1984,,9,,11,,-5.05,151.33
357120,Villarrica,12169,Confirmed Eruption,,2,,,1984,,8,,11,,Historical Observations,,1985,,11,,18,,-39.42,-71.93
300070,Gorely,19025,Confirmed Eruption,,2,,,1984,,8,,4,,Historical Observations,,1986,,9,?,21,,52.559,158.03
211060,Etna,13813,Confirmed Eruption,NE Crater,3,,,1984,,7,,20,,Historical Observations,,1986,,9,,24,,37.748,14.999
311240,Cleveland,19808,Confirmed Eruption,,1,,,1984,,7,,12,,Historical Observations,,1984,,7,,12,,52.825,-169.944
257040,Ambrym,15285,Confirmed Eruption,,2,,,1984,,7,,2,182,Historical Observations,,1986,,3,>,8,,-16.25,168.12
256010,Tinakula,15202,Confirmed Eruption,Upper NW flank,2,,,1984,,6,<,3,,Historical Observations,,1985,,6,>,13,,-10.38,165.8
266030,Soputan,16429,Confirmed Eruption,,3,,,1984,,5,,24,,Historical Observations,,1984,,8,,31,,1.112,124.737
263310,Tengger Caldera,16059,Confirmed Eruption,Bromo,1,,,1984,,5,,12,,Historical Observations,,1984,,5,,31,,-7.942,112.95
264150,Paluweh,16271,Confirmed Eruption,Rokatenda (west side of lava dome),2,,,1984,,5,,9,,Historical Observations,,1984,,5,,21,,-8.32,121.708
285070,Akan,18700,Confirmed Eruption,Me-Akan (Ponmachineshiri),1,,,1984,,5,,1,,Historical Observations,,1984,,5,,1,,43.384,144.013
211060,Etna,13812,Confirmed Eruption,SE Crater,1,,,1984,,4,,28,,Historical Observations,,1984,,10,,18,,37.748,14.999
357110,Llaima,12066,Confirmed Eruption,,2,,,1984,,4,,20,,Historical Observations,,1984,,11,,26,,-38.692,-71.729
282110,Asosan,17343,Confirmed Eruption,Naka-dake,1,,,1984,,4,,13,3,Historical Observations,,1985,,6,,24,,32.884,131.104
241100,Ruapehu,14650,Confirmed Eruption,,1,,,1984,,4,,2,,Historical Observations,,,,,,,,-39.28,175.57
345020,Rincon de la Vieja,11100,Confirmed Eruption,,2,,,1984,,3,,31,,Historical Observations,,1984,,4,,16,15,10.83,-85.324
353010,Fernandina,11672,Confirmed Eruption,NW corner of caldera,1,,,1984,,3,,30,,Historical Observations,,,,,,,,-0.37,-91.55
332020,Mauna Loa,10226,Confirmed Eruption,"Mokuaweoweo, SW and NE rift zones",0,,,1984,,3,,25,,Historical Observations,,1984,,4,,15,,19.475,-155.608
300270,Sheveluch,19581,Confirmed Eruption,,2,?,,1984,,3,,17,,Historical Observations,,1984,,9,,6,,56.653,161.36
300260,Klyuchevskoy,19465,Confirmed Eruption,,3,,,1984,,3,,10,,Historical Observations,,1985,,1,,28,,56.056,160.642
284100,Kaitoku Seamount,18374,Confirmed Eruption,Higashi-Kaitokuba,0,,,1984,,3,,8,,Historical Observations,,1984,,3,?,26,,26.06,140.933
243080,Home Reef,14770,Confirmed Eruption,,3,?,,1984,,3,,1,,Historical Observations,,1984,,3,,5,,-18.992,-174.775
223020,Nyamuragira,14071,Confirmed Eruption,NW flank (Kivandimwe),2,,,1984,,2,,23,,Historical Observations,,1984,,3,,14,,-1.408,29.2
300250,Bezymianny,19361,Confirmed Eruption,,3,,,1984,,2,,5,,Historical Observations,,1984,,12,,16,15,55.972,160.595
263140,Galunggung,15722,Confirmed Eruption,,1,,,1984,,1,,9,,Historical Observations,,1984,,1,?,31,,-7.25,108.058
241040,White Island,14489,Confirmed Eruption,North margin of 1978 crater complex,2,,,1983,,12,,26,5,Historical Observations,,1984,,2,,12,5,-37.52,177.18
263310,Tengger Caldera,16058,Confirmed Eruption,Bromo,1,,,1983,,12,,21,,Historical Observations,,1983,,12,,21,,-7.942,112.95
333010,Teahitia,10301,Confirmed Eruption,,0,,,1983,,12,,18,,Hydrophonic,,1984,,7,,14,,-17.564,-148.821
233020,"Fournaise, Piton de la",14371,Confirmed Eruption,SSW flank of Dolomieu (2110-2300 m),2,,,1983,,12,,4,,Historical Observations,,1984,,2,,18,,-21.244,55.708
312030,Pavlof,20148,Confirmed Eruption,Upper NNE flank,3,,,1983,,11,,11,,Historical Observations,,1983,,12,,18,,55.417,-161.894
252120,Ulawun,15055,Confirmed Eruption,,1,,,1983,,11,,6,,Historical Observations,,1984,,3,,13,,-5.05,151.33
333060,Macdonald,10321,Confirmed Eruption,,0,,,1983,,10,,27,,Hydrophonic,,1984,,1,,3,,-28.98,-140.25
357120,Villarrica,12168,Confirmed Eruption,,1,,,1983,,10,,14,,Historical Observations,,1983,,10,,16,,-39.42,-71.93
284040,Miyakejima,18272,Confirmed Eruption,SW flank (4.5 km long NE-SW fissure),3,,,1983,,10,,3,,Historical Observations,,1983,,10,,4,,34.094,139.526
263090,Tangkubanparahu,15683,Confirmed Eruption,Kawah Ratu,1,,,1983,,9,,14,,Historical Observations,,,,,,,,-6.77,107.6
264250,Iliwerung,16348,Confirmed Eruption,Hobal (submarine vent on SE flank),1,,,1983,,8,,17,,Historical Observations,,1983,,8,,18,,-8.53,123.57
268060,Gamalama,16668,Confirmed Eruption,,3,,,1983,,8,,9,,Historical Observations,,1983,,8,,12,,0.8,127.33
283120,Kusatsu-Shiranesan,17844,Confirmed Eruption,"Yu-gama, Kara-gama",1,,,1983,,7,,26,,Historical Observations,,1983,,12,,21,,36.618,138.528
266010,Colo,16423,Confirmed Eruption,Gunung Colo,4,,,1983,,7,,18,,Historical Observations,,1983,,12,,16,15,-0.162,121.601
282110,Asosan,17342,Confirmed Eruption,Naka-dake,1,,,1983,,7,,16,15,Historical Observations,,1983,,10,,16,15,32.884,131.104
333010,Teahitia,10300,Confirmed Eruption,,0,,,1983,,7,,12,,Hydrophonic,,1983,,7,,26,,-17.564,-148.821
312030,Pavlof,20147,Confirmed Eruption,,2,?,,1983,,7,,11,,Historical Observations,,1983,,7,,18,,55.417,-161.894
311290,Okmok,19849,Confirmed Eruption,SW part of caldera (Cone A),2,,,1983,,7,,8,,Historical Observations,,1983,,7,,8,,53.43,-168.13
261140,Marapi,15472,Confirmed Eruption,Kepundan Tuo and Kepundan Verbeek,1,,,1983,,7,,2,182,Historical Observations,,,,,,,,-0.381,100.473
257040,Ambrym,15284,Confirmed Eruption,Marum,2,,,1983,,7,,2,182,Historical Observations,,,,,,,,-16.25,168.12
273010,Bulusan,16767,Confirmed Eruption,,2,,,1983,,6,,25,,Historical Observations,,1983,,6,,29,,12.77,124.05
